CODIGO;DESCRIPCION;PVP;PVD
CH-SEN1-BK;Chasis Senderita 1 color negro .;258932,77;219697,48
CH-SEN1-CAFE;Chasis Sendera 1 color cafe.;223218,49;189394,96
CH-SENDERA-60CM;Chasis para luminaria tipo Sendera 60 cm de altura.;85697,48;72714,28
CH-SENDERA-AH;Chasis para luminaria tipo Sendera.;196436,97;166672,27
CH-SENDERITA;Chasis senderita.;174462,18;148025,21
CH-SENP-15N;Chasis sendera plana de 15 cms. de diametro. color Negro.;255529,41;216815,13
CH-SENP-20N;Chasis sendera plana 20 cms de diametro color negro.;242865,55;206067,23
CH-SENTRY;Chasis luminaria hermetica 3x32/54. Ref. SENTRY marca ALP.;77025,21;65361,34
CH-SENTRY-EHB;Chasis luminaria hermetica 6x32/54. Ref. SENTRY-EHB marca ALP.;251655,46;213529,41
CH-SIMPLE-128;Chasis para luminaria cubo de acrilico. 1x28W. T5.;169647,06;143941,18
CH-SIMPLE-1X24;Chasis para luminaria cubo de acrilico. 1x24W. T5.;178571,43;151521,01
CH-SIMPLE-2X24;Chasis para luminaria cubo de acrilico. 2x24W. T5.;66966,39;56823,53
CH-SIMPLE-2X54;Chasis para luminaria cubo de acrilico. 2x54W. T5.;21630,25;18352,94
CH-SINAI-120X260;Chasis para luminaria lineal ovalada SINAI de 1200x2600mm.;267798,32;227218,49
CH-SINAI-249;Chasis para luminaria SINAI de 249 cms. Color Blanco.;670420,17;563109,24
CH-SINAI-C;Chasis curvo para esquinero luminaria SINAI.;127546,22;108226,89
CH-SINAI-C-04000000B;Chasis para luminaria SINAI. No tiene driver, regletas y acrilico. Color Negro.;320472,43;256377,94
CH-SINAI-C-14-1875;Chasis para curva de SINAI 1/4 de 1875 mm.Incluye fondos y disipadores. Aluminio;87605,41;74331,86
CH-SINAI-C-1500;Chasis para curva de SINAI de 1500 mm.Incluye fondos y disipadores. Aluminio 0.9;126323,64;107183,7
CH-SINAI-C-2240;Chasis para curva de SINAI de 2240 mm.Incluye fondos y disipadores. Aluminio 0.9;150923,13;128055,98
CH-SINAI-C-3655;Chasis curvo para luminaria SINAI. Diametro 3655 mm.;651465,98;552759,02
CH-SINAI-C-BK;Chasis curvo para esquinero luminaria SINAI. Color Negro.;127546,22;108226,89
CH-SINAI-C207;Chasis para SINAI curva de 207 mm de radio.;50021,73;42442,68
CH-SINAI-C290;Chasis para SINAI curva de 290 mm de radio.;60709,48;51511,08
CH-SINAI-INV;Chasis para luminaria SINAI-INV.;211402,57;179371,88
CH-SINAI-IR-G;Chasis para luminaria SINAI grande.;1322352,94;1121991,6
CH-SINAI-IR-M;Chasis para luminaria SINAI mediano.;954815,13;810142,86
CH-SINAI-IR-P;Chasis para luminaria SINAI peque?.;361319,33;306571,43
CH-SINAI-L-10000000B;Chasis para luminaria SINAI. No tiene driver, regletas y acrilico. 2800mm. Color;327384,05;261907,24
CH-SINAI-L55;CH-SINAI-L55;113820,36;96574,85
CH-SINAI-L56;CH-SINAI-L56;163235,84;138503,14
CH-SL240BX;Chasis 60x60 incrustar para 2x40biax tipo Soft Light con difusor en la;64294,12;54546,22
CH-SL333;Chasis para clindro de descolgar de LED para bombilla PAR30;33932,77;28789,92
CH-SL60B;Caja para Driver SL60.;18425,82;15634,03
CH-SOCMOGUL;Repuesto de Porcelana para socket E40. SOC-MOGUL.;899,16;764,71
CH-SOCMOGUL-2;Repuesto de Porcelana para socket E40. SOC-MOGUL-2.;899,16;764,71
CH-SOFTLIGHT;Chasis para Luminaria SOFTLIGHT (Pag.42) 2x28/54W. T5.;94831,93;80462,18
CH-SOP-ITFL032;Soporte para instalacion wall pack IT-FL032 en aluminio.;6605,04;5605,04
CH-SP4;Chasis fluroescente lineal de sobreponer 2x28. longitud 1.2 mts.negro;109294,12;92731,09
CH-SP6;Chasis luminaria fluorescente lineal de sobreponer directo de 3x28 e i;318756,3;270462,18
CH-SP7;Chasis luminaria fluorescente lineal de sobreponer  directo de 7x28 e;807504,2;685159,66
CH-SP8;Chasis luminaria fluorescente lineal de sobreponer directo de 5x28 e i;595000;504848,74
CH-SPAR30-CIL-C-BK;Chasis para spot PAR30 tipi Cilindro Corto. Color Negro.;50000;42428,57
CH-SPAR30-CIL-C-WH;Chasis para spot PAR30 tipi Cilindro Corto. Color Blanco.;50000;42428,57
CH-SPAR38-CIL-BK;Chasis Spot para PAR38. Cilindrico Negro. Sin conector.;39294,12;33336,13
CH-SPOT-GU10-BK;Chasis para sport GU10. Color negro.;26722,69;22672,27
CH-SPOT-GU10-WH;Chasis para Spot GU-10. Blanco.;28512,6;24193,28
CH-SPOTP30-C-AL;Chasis Spot PAR30 Cilindrico. E27. Cilindrico. Color Aluminio.;48218,49;40915,97
CH-SPOTP30-C-BK;Chasis Spot PAR30 Cilindrico. E27. Cilindrico. Color Negro.;44647,06;37882,35
CH-SPOTP30-C-WH;Chasis Spot PAR30 Cilindrico. E27. Cilindrico. Color Blanco.;48218,49;40915,97
CH-SPOTPAR30-BK;Spot para PAR30. Negro. Sin Conector.;18084,03;15344,54
CH-SPOTPAR30-GR;Spot para PAR30. Gris. Sin Conector.;17865,55;15159,66
CH-SPOTPAR30-WH;Spot para PAR30. Blanco. Sin Conector.;17865,55;15159,66
CH-SPOTPAR38-BK;Spot para PAR38. Negro. Sin Conector.;37504,2;31823,53
CH-SPOTPAR38-GR;Spot para PAR38. Gris. Sin Conector.;19647,06;16672,27
CH-SPOTPAR38-WH;Spot para PAR38. Blanco. Sin Conector.;20857,14;17697,48
CH-SRM1X24;Chasis Luminaria Sendera Rectangular Mini. con Acrilico Opal.;169647,06;143941,18
CH-SUJ-CAM;CH-SUJ-CAM;8294,12;7042,02
CH-TANTALIO;"Cuerpo en ""U"" con ranuras punzonadas para Spot PAR30.";2680,67;2277,31
CH-TANTANLIO-38;"Cuerpo en ""U"" con ranuras punzonadas para Spot PAR38.";4470,59;3789,92
CH-TAPA-INDPB;Tapa para portabalasto Luminaria Industrial.;6252,1;5310,92
CH-TEIDE;Chasis para luminaria TEIDE. Color Blanco.;39388,29;33420,36
CH-TENSOFLEX;CH-TENSOFLEX;223144,13;189334,41
CH-TUNEL-LED;Estructura Metalica de Tubos Led;932050,42;790831,93
CH-UDINE-AR111;Chasis de sobreponer para AR111.;26789,92;22731,09
CH-UDINE-PAR30;Chasis luminaria de sobreponer tipo cilindro. para bombilla PAR30.;17193,28;14588,23
CH-V54T;Chasis Luminaria Hermetica Tandem. 2x2x54W.;266159,66;225831,93
CH-VELA15-D;Luminaria de descolgar tipo Vela en acrilico. Dia. 15cm;294647,06;250000
CH-VELETA-FE-120;Chasis de 1.13 mts para luminaria VELETA. Directa/Indirecta.;68833,55;58404,23
CH-VELETA-FE-168;Chasis para luminaria VELETA de 1.68 mts.;80554,62;68352,94
CH-VELETA-FE-240;Chasis de 2.26 mts para luminaria VELETA. Directa/Indirecta.;101560,79;86172,79
CH-VENECIA-30X120;Chasis Luminaria Volumetrica con Difusor en Policarbonato;78679,25;66758,15
CH-VENECIA-30X120-S;Chasis Luminaria Volumetrica de sobreponer. de 30x120.;51789,92;43941,18
CH-VENECIA-60X120;Chasis luminaria volumetrica de LED. 60X120.;110806,88;94017,95
CH-VENECIA-60X60;Chasis luminaria volumetrica de LED. 60X60.;73297,77;62192,05
CH-VENECIA-S;Chasis luminaria volumetrica de LED. 60X60. de sobreponer.;44294,12;37579,83
CH-VENUS70;Chasis Luminaria VENUS 70.;187504,2;159092,44
CH-VERMELLO;Chasis triangular para luminaria VERMELLO.;292645,63;248305,38
CH-VERMELLO-70;Chasis triangular para luminaria VERMELLO-70;160930,39;136547
CH-VESTA-120;Chasis luminaria ba?dora de pared de 1.15 mts.;46626,36;39561,76
CH-VESTA-170;Chasis luminaria ba?dora de pared de 1.68 mts.;32310,92;27420,17
CH-VESTA-240;Chasis luminaria ba?dora de pared de 2.24 mts.;63459,05;53844,05
CH-VICENZA;Chasis para luminaria Vicenza. 60 cms.;20537,81;17428,57
CH-WL552;Chasis para aplique WL552;29563,11;25083,85
CH-WW;Chasis Wall Washer 1x54W;71436,97;60613,44
CH-WW12115;Estaca para adaptar la luminaria WW12106 a la WW12115.;17865,55;15159,66
CH-XF001Y-A;Chasis cuadrado para aplique de pared con XF001Y.;62504,2;53033,61
CH002;Juego de copas Stanley. 22 piezas.;424109,24;359848,74
CH004;Juego de dados. 15 piezas.;212504,2;180310,92
CH316;"Chazos Mariposas 1/4"".";331,05;280,89
CHA-M-38;"Chazos Metalicos Expansibles de 3/8"".";512,6;436,97
CHALIS-001;Suministro de materiales e instalacion de luminarias;7963092,44;6756747,9
CHAPA-PUERTA;Chapa de 22 mm. para puerta.;17865,55;15159,66
CHAPILLA-100;Chapilla de madera ancho 100 mm x 1 metro.;8042,02;6823,53
CHAPILLA-200;Chapilla de madera ancho 200 mm x 1 metro.;10747,48;9119,08
CHAZO-1/4;"Chazo de 1/4"" con tornillo.";417,09;353,89
CHAZO-3/16;"Chazo de 3/16"".";16,81;16,81
CHAZO-3/8;Chazo Expansivo Multiuso 3/8.;689,07;579,83
CHAZO-5/16;"Chazo de 5/16"".";357,14;303,03
CHAZO-5/16-T;"Chazo Estriado de 5/16"" Incluye Tornillo.";100,84;84,03
"CHAZO-CON-1/4X1""3/8";"Chazo concreto de impacto 1/4X1""3/8";210,08;184,87
CHAZO-CON-14X114;Chazo concreto de impacto nylon 1/4x1-1/4.;210,08;184,87
CHAZO-DW-14;"Chazo para DryWall de 1/4"". Nylon.";218,49;184,87
CHAZO-E-10X70;Chazo expansivo metalico con gancho abierto. 10x70.;1529,41;1294,12
CHAZO-N-3/8;"Chazo de Nylon 3/8"". Incluye tornillo.";1218,49;1033,61
CHAZO-P-1 1/2;Chazo puntilla de pulgada y Media.;168,07;142,86
CHAZO-RL-1/4;Chazo expansivo 1/4.;226,89;193,28
CHAZO-RL-3/8;Chazo espansivo 3/8;4522,57;3837,33
CHAZO-RL-ARG-14X2-14;Chazo expansivo con armella 1/4 x 2 1/4.;1027,91;872,17
CHE-27;Chazo expansivo cerrado 5/16.;1950,79;1655,21
CHIETI;Perfil extruido en aluminio para cianta de LED. Crudo.;8831,27;7495,8
CHIETI-ATFLEX-4K-1.5;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 1.5 metros.;66277,31;56235,29
CHIETI-CL50-3K-1;Cinta de LED 3.000?K. Incluye perfil de aluminio, Driver. 1 metro.;39504,2;33521,01
CHIETI-CL50-3K-2.0;Cinta de LED 3.000?K. Incluye perfil de aluminio, Driver. 2.0 metros.;67084,03;56949,58
CHIETI-CL50-3K-3.0;Cinta de LED 3.000?K. Incluye perfil de aluminio, Driver. 3.0 metros.;89638,66;76058,82
CHIETI-CL50-3K-3.5;Cinta de LED 3.000?K. Incluye perfil de aluminio, Driver. 3.5 metros.;101084,03;85781,51
CHIETI-CL50-3K-4.5;Cinta de LED 3.000?K. Incluye perfil de aluminio, Driver. 4.5 metros.;126252,1;107126,05
CHIETI-CL50-4K-1;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 1 metros.;37411,76;31773,11
CHIETI-CL50-4K-1.5;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 1.5 metros.;47663,87;40445,38
CHIETI-CL50-4K-10.5;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 10.5 metros.;242504,2;205764,71
CHIETI-CL50-4K-14;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 14 metros.;316840,34;268831,93
CHIETI-CL50-4K-2;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 2 metros.;63117,65;53596,64
CHIETI-CL50-4K-2.5;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 2.5 metros.;62747,9;53243,7
CHIETI-CL50-4K-3;Cinta de led 4.000?K. Incluye perfil de aluminio, Driver. 3 metros.;87409,54;74165,67
CHIETI-CL50-6K-22;Cinta de led 6.000?K. Incluye perfil de aluminio y Acrilico, Driver. 2;530521,01;450142,86
CHIETI-FE-2.4;Riel para cinta de LED en lamina galvanizada. Incluye 2 sujetadores.;3932,77;3336,13
CHIETI-O-FLEXOT60-4K;Cinta de LED FLEXOD. 12V. 4.000?K. Rollo de 5 metros. Incluy;317756,3;269613,45
CHIETI-WH;Perfil extruido en aluminio para cianta de LED.  Color Blanco.;10260,5;8705,88
CHIP-024-30W;Chip.30W.750mA. Voltaje DC36V.;35000;29696,97
CHIP-LED-20W;Chip de LED COB 20W. 4.000?K.;26789,92;22731,09
CHIP-LED-30W;Chip de LED COB 30W. 4.000?K.;44647,06;37882,35
CHIP-LED-50W;Chip de LED COB 50W. 4.000?K.;44647,06;37882,35
CHIP-LED-50W-6K;Chip de LED COB 50W. 6.000? K.;28512,6;24193,28
CHL110V30;Cinta LED 110V 3.000?K. 1 Metro.;8375;7106,06
CHPCS-2X32;***INACTIVO***;34865,55;29588,23
CHR-1X17;Chasis riel 1x17 sin tubo, sin balasto;2294,12;1941,18
CHR-1X1X54;Chasis riel sin pantalla. 1x1x54. T5.;10714,28;9092,44
CHR-1X24;Chasis riel 1x24.;2294,12;1941,18
CHR-1X32;Chasis riel 1x32 sin tubo sin balasto;8178,52;6939,35
CHR-1X32-GN-WH;Riel soporte tubo fluorescente de 1x32W. T8. con conexion a tierra. C;13420,17;11378,15
CHR-1X32-WH;Riel soporte tubo fluorescente de 1x32WW. T8. Colo;4058,82;3445,38
CHR-1X39;Chasis riel 1x39. sin tubos y sin balasto;2294,12;1941,18
CHR-1X54;Chasis riel 1x54.sin tubo.sin balasto.;3604,38;3058,26
CHR-L50-D-4K;***INACTIVO***;177168,07;150352,94
CHR-L50-EM-D-4K;***INACTIVO***;421050,42;357243,7
CHR-LED-T5-6K;Luminaria Tubo LED 1x25W. 6.000?K.3.460 Lumenes.;65588,24;55731,09
CHR132-LED18CS-6K;Tubo de LED con Sensor y chasis blanco de soporte.;48058,82;40764,71
CHR132-LED20CS-6K;Tubo de LED 20W. con Sensor y chasis blanco de soporte.;85016,81;72184,87
CHR254EB-LL;Sistema indirecto 2x54 incluye balasto y tubos.;82050,42;69621,85
CHTE3-60X120-18;Chasis luminaria 60x120 tipo europeo,18;76142,86;64605,04
CHTI- 7.0/120.1.22-W;KNX Smart Touch S7 with secure  (KNX+Intercom+App Server);2813323,43;2387062,3
CHTI-7.0/120.1.23;KNX Smart Touch S7 (KNX+Intercom+App Server) - KNX Secure;2977495,8;2526361,34
CHUPA-4;Chupa para acrilico;1252,1;1067,23
CI-10/16A;Conector Industrial Multipolar.10 polos;174294,12;147882,35
CI-16/16A;Conector Industrial de 16 polos + tierra;251436,97;213336,13
CI-200;Sensor de presencias tipo PIR;149630,25;126957,98
CI-205;Sensor 24 VDC, cobertura:111,5m2, 360?.;125184,87;106218,49
CI-205-1;Sensor techo IR 360? 6mts necesita unid control 20 A.;125184,87;106218,49
CI-24INT;Conector Industrial de 24 polos intemper;313714,28;266184,87
CI-3/10A;Conector Industrial 3p + tierra 10A Marc;150848,74;127991,6
CI-32/16A;Conector Industrial Multipolar.32 polos.;582294,12;494067,23
CI-355;Sensor de Presencia 360?. 120/230/277/347V. Legrand.;215529,41;182873,95
CI-355-1;Sensor fluorescente o hal?eno, con tecnolog? adaptativa (SmartSet),;237596,64;201596,64
CI-6/16A;Conector Industrial Multipolar.6 polos 1;168571,43;143033,61
CI035C075V046FNN1M;Driver de LED de 35W. 750 mA. 30-46V. 120-277V. Codigo 929000763913.;82260,5;69798,32
CI046C102V045CNN1;Driver de LED de 46W. 1020 mA. 30-45V. 120-277V. Codigo 929000764613.;45294,12;38436,97
CI049C102V048CNN2;Driver de LED de 49W. 1020 mA. 30-48V. Dim. 0-10V. 120-277V. Codigo 92;92026,14;78082,79
CI12;Cinta Bandy.rollo 33 metros;107554,62;91260,5
CI13;"Hebillas bandy 1/2"".";857,14;722,69
CI320;Cinta aislante 20mx19mx0.177mm Scotch super. 33-3M.;10332,14;8766,67
CI530;Cinta sonda recubierta 30mts nylon punta flexible.;95445,38;80983,19
CI616;Cinta de acero inoxidable 3/8 x 30 mts.;49663,86;42134,45
CI630;Hebilla de acero para cinta met?ica.;571,43;487,39
CIL-100X100;"Cilindro para Suspender 10 cm de alto y 10 de Di?etro; Color Blanco";48218,49;40915,97
CIL-100X120;Cilindro para Suspender 10 cm de alto y 12 de Di?etro.Color Blanco.;53571,43;45454,55
CIL-100X155-60-BK;Cilindro de 100mm de diametro, 155mm de alto, perforaci? 60mm. Color;71436,97;60613,44
CIL-100X200-90BK;Cilindro de 100mm de diametro, 200mm de alto, perforaci? 90mm. Color negro.;66071,43;56060,61
CIL-100X200-90WH;Cilindro de 100 mm de Di?etro, 200 mm de Alto. Perforaci? de 90 mm.;66075,63;56067,23
CIL-100X300-75-BK;Cilindro de 100 mm de Di?etro, 300 mm de Alto. Perforaci? de 75 mm.;76236,96;64685,91
CIL-100X300-75WH;Cilindro de 100 mm de Di?etro, 300 mm de Alto. Perforaci? de 75 mm.;88789,92;75336,13
CIL-100X80-85WH;Cilindro de 100 mm de Di?etro, 80 mm de Alto. Perforaci? de 85mm. Color Blanco;23214,29;19696,97
CIL-110X180-80WH;Cilindro de 110 mm de Diametro, 180 mm de Alto. Perforacion de 80 mm.;46436,97;39394,96
CIL-115X200-125WH;Cilindro de 115 mm de Diametro, 200 mm de Alto. Perforacion;75000;63636,36
CIL-120X100-117WH;Cilindro de 120 mm de Diametro, 100 mm de Alto. Perforacion de 117 mm. Color Bla;53571,43;45454,55
CIL-120X100-85-BK;Cilindro de 120 mm de Di?etro, 100 mm de Alto. Perforaci? de 85 mm. Color Negr;67857,14;57575,76
CIL-120X150-110BK;Cilindro de 120 mm de Di?etro, 150 mm de Alto. Perforaci? de 100mm.;62504,2;53033,61
CIL-120X200-117BK;Cilindro de 120 mm de Di?etro, 200 mm de Alto. Perforaci? de 117 mm.;80361,34;68184,87
CIL-120X200-117WH;Cilindro de 120 mm de Diametro, 200 mm de Alto. Perforacion de 117 mm.;80361,34;68184,87
CIL-120X200-85-BK;Cilindro de 120 mm de Di?etro, 200 mm de Alto. Perforaci? de 85 mm. Color Negr;69642,86;59090,91
CIL-120X70-80BK;Cilindro de 120 mm de Di?etro, 70 mm de Alto. Perforaci? de 80 mm. Color Negro;41075,63;34848,74
CIL-125X100-80WH;Cilindro de 125 mm de Diametro, 100 mm de Alto. Perforacion de 80 mm.;52302,52;44378,15
CIL-125X120-105WH;Cilindro de 125 mm de Di?etro, 120 mm de Alto. Perforaci? de 105 mm.;71428,57;60606,06
CIL-125X125-105BK;Cilindro de 125 mm de Di?etro, 125 mm de Alto. Perforaci? de 105 mm.;53571,43;45462,18
CIL-125X125-105WH;Cilindro de 125 mm de Di?etro, 120 mm de Alto. Perforaci? de 105 mm.;32142,86;27277,31
CIL-125X15-10WH;Cilindro de 125 mm de Di?etro, 150 mm de Alto. Perforaci? de 100mm.;26789,92;22731,09
CIL-125X150-80WH;Cilindro de 125 mm de Diametro, 150 mm de Alto. Perforacion de 80 mm.;30361,34;25764,71
CIL-125X150-95BK;Cilindro de 125 mm de Diametro, 150 mm de Alto. Perforacion de 95 mm. Color Negr;67857,14;57575,76
CIL-125X150-95WH;Cilindro de 125 mm de Diametro, 150 mm de Alto. Perforacion de 95 mm.;53571,43;45454,55
CIL-125X155-70-WH;Cilindro de 125mm de diametro, 155mm de alto, perforaci? 70mm. Color;62504,2;53033,61
CIL-125X180-90-BK;Cilindro de 125mm de diametro, 180mm de alto. Perforaci? 90mm. Color;62504,2;53033,61
CIL-125X210-95-BK;Cilindro de 125mm de diametro, 210mm dealto, perforaci? 95mm. Color n;62504,2;53033,61
CIL-125X60-105;Cilindro de 125 mm de Di?etro, 60 mm de Alto. Perforaci? de 105mm.;32142,86;27277,31
CIL-140X100-140BK;Cilindro de 140 mm de Di?etro, 100 mm de Alto. Perforaci? de 140 mm.;62500;53030,3
CIL-140X100-140BK-D;Cilindro de Descolgar 140 mm de Di?etro, 100 mm de Alto. Perforaci? de 140 mm.;71428,57;60606,06
CIL-140X120-100BK;Cilindro de 140 mm de Di?etro. 120 mm de Alto. Perforaci? de 100 mm. Color Neg;60714,29;51515,15
CIL-140X170-140BK;Cilindro de 140 mm de Di?etro. 170 mm de Alto. Perforaci? de 140 mm. Negro.;67865,55;57579,83
CIL-140X200-110-WH;Cilindro de 140 mm de Di?etro. 200 mm de Alto. Perforaci? de 110 mm. Blanco.;67857,14;57575,76
CIL-140X250-140BK;Cilindro de 140 mm de Di?etro, 250 mm de Alto. Perforaci? de 140 mm. Negro.;73214,29;62121,21
CIL-145X150-135R;Cilindro de 120 mm de Di?etro, 150 mm de Alto. Perforaci? de 100 mm.;26789,92;22731,09
CIL-145X150-85BK;Cilindro de 145 mm de Di?etro, 150 mm de Alto. Perforaci? de 85 mm.;57142,86;48487,39
CIL-145X200-85BK;Cilindro de 145 mm de Di?etro, 200 mm de Alto. Perforaci? de 85mm. C;98218,49;83336,13
CIL-145X200-85WH;Cilindro de 145 mm de Di?etro, 200 mm de Alto. Perforaci? de 85mm. C;62504,2;53033,61
CIL-145X30-85WH;Cilindro de 145 mm de Di?etro, 30 mm de Alto. Perforaci? de 85 mm. Color Blanc;23214,29;19696,97
CIL-150X150-135WH;Cilindro de 150 mm de Di?etro, 150 mm de Alto. Perforaci? de 135 mm.;62504,2;53033,61
CIL-155X205-120-BK;Cilindro de 155mm de diametro, 205mm de alto, pperforaci? 120mm. Colo;66075,63;56067,23
CIL-160X100-100-BK;Cilindro de 160mm de diametro, 100mm de alto, perforaci? 100mm. Color Negro.;67865,55;57579,83
CIL-160X100-100-CR;Cilindro de 160mm de diametro, 100mm de alto, perforaci? 100mm. Crudo.;57142,86;48487,39
CIL-160X100-100-WH;Cilindro de 160mm de diametro, 100mm de alto, perforaci? 100mm. Color Blanco.;66071,43;56060,61
CIL-160X100-125WH;Cilindro de 160 mm de Di?etro, 100 mm de Alto, Perforaci? 125mm. Color Blanco.;71428,57;60606,06
CIL-160X100-160BK;Cilindro de 160 mm de Di?etro, 100 mm de Alto. Perforaci? de 160 mm.;77327,73;65613,44
CIL-160X125-120-BK;Cilindro de 160mm  de diametro, 125mm de alto, perforaci? 120mm. Colo;69647,06;59092,44
CIL-160X150-120WH;Cilindro de 160 mm de Di?etro, 150 mm de Alto. Perforaci? de 120 mm.;67865,55;57579,83
CIL-160X200-100BK;Cilindro de 160 mm de Di?etro, 200 mm de Alto. Perforaci? de 100 mm.Color Negr;75000;63636,36
CIL-160X200-125BK;Cilindro de 160 mm de Di?etro, 200 mm de Alto. Perforaci? de 125 mm.;71436,97;60613,44
CIL-160X200-125WH;Cilindro de 160 mm de Di?etro, 200 mm de Alto. Perforaci? de 125 mm.;71428,57;60606,06
CIL-160X200-140BK;Cilindro de 160 mm de Di?etro, 200 mm de Alto. Perforaci? de 140 mm.;92865,55;78789,92
CIL-160X205-120-BK;Cilindro de 160mm de diametro, 205mm de alto, perforaci? 120mm. Color;69647,06;59092,44
CIL-160X40-160BK;Cilindro de 160 mm de Di?etro, 40 mm de Alto. Perforaci? de 160 mm. Negro.;26785,71;22727,27
CIL-160X80-75WH;Cilindro de 160 mm de Di?etro, 80 mm de Alto. Perforaci? de 140 mm.;35714,28;30310,92
CIL-165X155-120-WH;Cilindro de 165mm de diametro, 155mm de  alto, perforaci? 120mm. Colo;69647,06;59092,44
CIL-165X205-120-BK;Cilindro de 165mm de diametro, 205mm de alto, perforaci? 120mm. Color;69647,06;59092,44
CIL-165X260-125-WH;Cilindro de 165mm de diametro, 260mm de alto, perforaci? 125mm. Color;69647,06;59092,44
CIL-170X100-BK;Cilindro de sobreponer recesado para PAR30. Color negro.;50000;42428,57
CIL-190X120-130W;Cilindro de 190 mm de Di?etro, 120 mm de Alto. Perforaci? de 130 mm.;53420,17;45327,73
CIL-190X125-120-WH;Cilindro de 190mm de diametro, 125mm de alto, perforaci? 120mm. Color;75000;63638,65
CIL-190X150-140BK;Cilindro de 190 mm de Di?etro, 150 mm de Alto. Perforaci? de 140 mm.;83042,02;70462,18
CIL-190X200-140BK;Cilindro de 190 mm de Di?etro, 200 mm de Alto. Perforaci? de 140 mm.;75000;63638,65
CIL-200X100-140-BK;Cilindro de 200mm de diametro, 100mm de alto, perforaci? 140mm. Color Negro.;64293,29;54552,07
CIL-200X100-140-WH;Cilindro de 200mm de diametro, 100mm de alto, perforaci? 140mm. Color Blanco.;71436,97;60613,44
CIL-200X150-170-BK;Cilindro de 200 mm de Diametro. 150 mm de Alto. Perforacion de 170 mm. Color Neg;53571,43;45454,55
CIL-200X150-170-WH;Cilindro de 200 mm de Diametro, 150 mm de Alto. Perforacion;67865,55;57579,83
CIL-200X170-175-BK;Cilindro de 200mm de diametro, 170mm de alto, perforaci? 175mm. Color negro.;80361,34;68184,87
CIL-200X200-140WH;Cilindro de 200 mm de Diametro, 200 mm de Alto. Perforacion de 140 mm.;66224,48;56190,47
CIL-200X220-175WH;Cilindro de 200 mm de Di?etro, 220 mm de Alto. Perforaci?;70075,63;59462,18
CIL-200X220-195WH;Cilindro de 200 mm de Diametro, 220 mm de Alto. Perforacion de 195 mm.;80361,34;68184,87
CIL-200X220-40WH;Cilindro de 200 mm de Diametro, 220 mm de Alto. Perforacion de 40 mm.;82142,86;69697,48
CIL-205X100-205WH;Cilindro para panel de LED.;50000;42428,57
CIL-215X150-146WH;Cilindro de 215 mm de Di?etro, 150 mm de Alto. Perforaci? de 146 mm.;67865,55;57579,83
CIL-215X205-185-BK;Cilindro de 215 de diametro, 205mm de alto, perforaci? 185mm. Color n;75000;63638,65
CIL-215X300-170WH;Cilindro de 215 mm de Di?etro, 300 mm de Alto. Perforaci? de 170mm.;76789,92;65159,66
CIL-220X100-166WH;Cilindro de 220 mm de Di?etro, 100 mm de Alto. Perforaci? de 166mm.;48218,49;40915,97
CIL-220X100-175-BK;Cilindro de 220 mm de Di?etro, 100 mm de Alto. Perforaci? de 175mm.Color Negro;80357,14;68181,82
CIL-220X100-175WH;Cilindro de 220 mm de Di?etro, 100 mm de Alto. Perforaci? de 175mm.;62504,2;53033,61
CIL-220X150-160BK;Cilindro de 220 mm de Di?etro, 150 mm de Alto. Perforaci? de 160 mm. Negro.;76785,71;65151,52
CIL-220X150-175BK;Cilindro de 220 mm de Di?etro, 150 mm de Alto. Perforaci? de 175mm. Negro.;71436,97;60613,44
CIL-220X150-175WH;Cilindro de 220 mm de Di?etro, 150 mm de Alto. Perforaci? de 175mm.;98218,49;83336,13
CIL-220X190-155BK;Cilindro de 220 mm de Di?etro, 190 mm de Alto. Perforaci? de 155mm. Negro.;76785,71;65151,52
CIL-220X190-155WH;Cilindro de 220 mm de Di?etro, 190 mm de Alto. Perforaci? de 155mm.;74798,32;63470,59
CIL-220X200-150-WH;Cilindro 220mm de diametro,200mm de alto, perforaci? 150mm. Color bla;114294,12;96974,79
CIL-220X200-175BK;Cilindro de 220 mm de Di?etro, 200 mm de Alto. Perforaci? de 175mm. Negro.;80357,14;68181,82
CIL-220X200-175BK-C;Cilindro de 220 mm de Di?etro, 200 mm de Alto. Perforaci? de 175mm.;98218,49;83336,13
CIL-220X200-175WH;Cilindro de 220 mm de Di?etro, 200 mm de Alto. Perforaci?;76785,72;65151,52
CIL-220X205-145-BK;Cilindro de 220mm de diametro, 205mm de alto, perforaci? 145mm. Color;75000;63638,65
CIL-220X250-145-BK;Cilindro 220mm de diametro,250mm de alto, perforaci? 145mm. Color Negro.;119642,86;101515,15
CIL-220X90-180BK;Cilindro de 220 mm de Di?etro, 90 mm de Alto. Perforaci? de 180mm. N;62504,2;53033,61
CIL-220X90-180WH;Cilindro de 220 mm de Di?etro, 90 mm de Alto. Perforaci? de 180mm. B;62504,2;53033,61
